POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
412-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,FERN ST,5484000,Area 3,,"(37.7879655984, -122.4224653018)"
412-02180,-,0,Grey,SS,N,N,SFMTA,ON,0,218,FERN ST,5484000,Area 3,,"(37.7879387987, -122.4226762016)"
304-01370,-,0,Green,SS,N,N,SFMTA,ON,0,137,AUSTIN ST,5791000,Area 3,,"(37.7889835023, -122.4215962996)"
612-15250,-,0,Grey,SS,N,N,SFMTA,ON,0,1525,POLK ST,10570000,Area 3,,"(37.7911532977, -122.4208823011)"
612-15330,-,0,Grey,SS,N,N,SFMTA,ON,0,1533,POLK ST,10570000,Area 3,,"(37.7912672021, -122.4209053011)"
612-17050,-,0,Grey,SS,N,N,SFMTA,ON,0,1705,POLK ST,10572000,Area 3,,"(37.7925358982, -122.4211622008)"
612-17100,-,0,Grey,SS,N,N,SFMTA,ON,0,1710,POLK ST,10572000,Area 3,,"(37.7927086995, -122.4210403000)"
465-00250,-,0,Grey,SS,N,N,SFMTA,ON,0,25,HEMLOCK ST,6875000,Area 3,,"(37.7873473995, -122.4192480982)"
650-16480,-,0,Grey,SS,N,N,SFMTA,ON,0,1648,SACRAMENTO ST,11247000,Area 3,,"(37.7916060992, -122.4204260015)"
419-15040,-,0,Grey,SS,N,N,SFMTA,ON,0,1504,FRANKLIN ST,5823000,Area 3,,"(37.7884920993, -122.4235480984)"
419-05150,419-05003,15,Grey,MS,Y,N,SFMTA,ON,0,515,FRANKLIN ST,5805000,Area 5,Civic Center,"(37.7794885998, -122.4219018982)"
446-00280,446-00002,28,Grey,MS,Y,N,SFMTA,ON,0,28,GROVE ST,6552000,Area 5,Civic Center,"(37.7787927006, -122.4159508978)"
666-03040,-,0,Yellow,SS,N,N,SFMTA,ON,0,304,SUTTER ST,12321000,Area 5,Downtown,"(37.7896725004, -122.4056125020)"
664-13224,664-13220,4,Yellow,MS,N,N,SFMTA,ON,0,1324,STOCKTON ST,12210000,Area 3,,"(37.7983702001, -122.4087017977)"
684-03666,684-03660,6,Grey,MS,Y,N,SFMTA,ON,0,366,TOWNSEND ST,12663000,Area 5,South Embarcadero,"(37.7756931053, -122.3969396185)"
340-00250,-,0,Grey,SS,Y,N,SFMTA,ON,0,25,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7773586951, -122.3960528949)"
440-07270,-,0,Grey,SS,N,N,SFMTA,ON,0,727,GEARY ST,6115000,Area 3,,"(37.7863265415, -122.4158416694)"
664-14052,664-14050,2,Yellow,MS,N,N,SFMTA,ON,0,1405,STOCKTON ST,12211000,Area 3,,"(37.7987541975, -122.4089138989)"
336-13320,-,0,Yellow,SS,N,N,SFMTA,ON,0,1332,BUSH ST,3443000,Area 3,,"(37.7888314993, -122.4197451004)"
651-01120,-,0,Yellow,SS,N,N,SFMTA,ON,0,112,SANSOME ST,11543000,Area 5,Downtown,"(37.7915873014, -122.4007514005)"
666-00330,-,0,Yellow,SS,N,N,SFMTA,ON,0,33,SUTTER ST,12316000,Area 5,Downtown,"(37.7900353027, -122.4017968026)"
202-05680,-,0,Grey,SS,Y,N,SFMTA,ON,0,568,02ND ST,146000,Area 5,South Embarcadero,"(37.7822036994, -122.3926744980)"
561-03490,-,0,Grey,SS,Y,N,SFMTA,ON,0,349,MAIN ST,8630000,Area 5,South Embarcadero,"(37.7884589014, -122.3905741998)"
520-05054,520-05050,4,Yellow,MS,N,N,SFMTA,ON,0,507,KEARNY ST,7755000,Area 5,Downtown,"(37.7929892977, -122.4045771022)"
546-04020,-,0,Grey,SS,N,N,SFMTA,ON,0,402,LEAVENWORTH ST,8242000,Area 3,,"(37.7848098007, -122.4143823979)"
666-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,SUTTER ST,12326000,Area 3,,"(37.7884447024, -122.4142633022)"
330-07510,-,0,Grey,SS,N,N,SFMTA,ON,0,751,BRANNAN ST,3086000,Area 3,,"(37.7736446028, -122.4023034998)"
720-16010,-,0,Grey,SS,N,N,SFMTA,ON,0,1601,WASHINGTON ST,13431000,Area 3,,"(37.7934031011, -122.4197014027)"
209-02530,-,0,Yellow,SS,N,N,SFMTA,ON,0,253,09TH ST,453000,Area 2,,"(37.7740948004, -122.4118822997)"
614-06280,-,0,Grey,SS,N,N,SFMTA,ON,0,628,POST ST,10633000,Area 2,,"(37.7878167973, -122.4126721990)"
720-08100,-,0,Yellow,SS,N,N,SFMTA,ON,0,810,WASHINGTON ST,13414000,Area 2,,"(37.7951217991, -122.4069633015)"
201-00450,-,0,Yellow,SS,N,N,SFMTA,ON,0,45,01ST ST,103000,Area 5,Downtown,"(37.7900869016, -122.3978382980)"
650-02050,-,0,Red,SS,N,N,SFMTA,ON,0,205,SACRAMENTO ST,11221000,Area 5,Downtown,"(37.7943573975, -122.3980797973)"
423-01680,423-01008,68,Grey,MS,Y,N,SFMTA,ON,0,168,FULTON ST,5881000,Area 5,Civic Center,"(37.7797667001, -122.4164238998)"
606-16330,-,0,Grey,SS,N,N,SFMTA,ON,0,1633,PINE ST,10478000,Area 3,,"(37.7892012027, -122.4232621973)"
650-08090,-,0,Green,SS,N,N,SFMTA,ON,0,809,SACRAMENTO ST,11229000,Area 2,,"(37.7932825022, -122.4065414012)"
446-00630,446-00003,63,Grey,MS,Y,N,SFMTA,ON,0,63,GROVE ST,6553000,Area 5,Civic Center,"(37.7785047990, -122.4173275975)"
612-13250,-,0,Grey,SS,N,N,SFMTA,ON,0,1325,POLK ST,10568000,Area 3,,"(37.7892255996, -122.4204919000)"
446-00960,446-00008,96,Grey,MS,Y,N,SFMTA,ON,0,96,GROVE ST,6553000,Area 5,Civic Center,"(37.7786256996, -122.4179296025)"
525-00408,525-00400,8,Black,MS,Y,N,SFMTA,ON,0,40,KAPLAN LN,7741000,Area 5,Downtown,"(37.7849546935, -122.3991250734)"
209-04180,-,0,Grey,SS,N,N,SFMTA,ON,0,418,09TH ST,457000,Area 3,,"(37.7720617027, -122.4096372013)"
210-03100,-,0,Grey,SS,N,N,SFMTA,ON,0,310,10TH ST,488000,Area 3,,"(37.7724595972, -122.4125287009)"
211-03560,-,0,Grey,SS,N,N,SFMTA,ON,0,356,11TH ST,515000,Area 3,,"(37.7706664008, -122.4126720985)"
212-00280,-,0,Grey,SS,N,N,SFMTA,ON,0,28,12TH ST,540000,Area 2,,"(37.7739762020, -122.4198772998)"
210-02060,-,0,Grey,SS,N,N,SFMTA,ON,0,206,10TH ST,487000,Area 2,,"(37.7738095027, -122.4142209009)"
701-06210,701-06003,21,Grey,MS,Y,N,SFMTA,ON,0,621,VAN NESS AVE,13148101,Area 5,Civic Center,"(37.7815855005, -122.4207165015)"
470-11830,-,0,Grey,SS,N,N,SFMTA,ON,0,1183,HOWARD ST,7050000,Area 2,,"(37.7764554013, -122.4111668986)"
330-08060,-,0,Grey,SS,N,N,SFMTA,ON,0,806,BRANNAN ST,3088000,Area 3,,"(37.7729374998, -122.4035037995)"
208-06320,-,0,Grey,SS,N,N,SFMTA,ON,0,632,08TH ST,417000,Area 3,,"(37.7706095994, -122.4047210027)"
411-01250,411-01003,25,Yellow,MS,Y,N,SFMTA,ON,0,125,FELL ST,5440000,Area 5,Civic Center,"(37.7761757107, -122.4204837536)"
419-01270,-,0,Grey,SS,Y,N,SFMTA,ON,0,127,FRANKLIN ST,5799000,Area 5,Civic Center,"(37.7759849028, -122.4211989974)"
423-01640,423-01006,64,Grey,MS,Y,N,SFMTA,ON,0,164,FULTON ST,5881000,Area 5,Civic Center,"(37.7797740986, -122.4163643994)"
472-00200,-,0,Grey,SS,N,N,SFMTA,ON,0,20,HYDE ST,7112000,Area 5,Civic Center,"(37.7794433989, -122.4149776974)"
204-04220,-,0,Grey,SS,N,N,SFMTA,ON,0,422,04TH ST,260000,Area 5,South Embarcadero,"(37.7801521045, -122.3989681173)"
570-01740,-,0,Yellow,SS,N,N,SFMTA,ON,0,174,MINNA ST,9041000,Area 5,Downtown,"(37.7863958021, -122.4008139015)"
593-09090,-,0,Yellow,SS,N,N,SFMTA,ON,0,909,OFARRELL ST,9735000,Area 3,,"(37.7848623999, -122.4198953991)"
593-10220,-,0,Grey,SS,N,N,SFMTA,ON,0,1022,OFARRELL ST,9736000,Area 3,,"(37.7846957006, -122.4221810994)"
670-01250,-,0,Yellow,SS,N,N,SFMTA,ON,0,125,STILLMAN ST,12192000,Area 5,South Embarcadero,"(37.7812370983, -122.3969618023)"
202-04280,-,0,Grey,SS,Y,N,SFMTA,ON,0,428,02ND ST,140000,Area 5,South Embarcadero,"(37.7836779979, -122.3945188017)"
444-00102,444-00100,2,Black,MS,N,N,SFMTA,ON,0,10,GRANT AVE,6381000,Area 5,Downtown,"(37.7871932005, -122.4048600026)"
444-00086,444-00080,6,Black,MS,N,N,SFMTA,ON,0,8,GRANT AVE,6381000,Area 5,Downtown,"(37.7871752017, -122.4048563984)"
444-00085,444-00080,5,Black,MS,N,N,SFMTA,ON,0,8,GRANT AVE,6381000,Area 5,Downtown,"(37.7871675015, -122.4048548003)"
444-00084,444-00080,4,Black,MS,N,N,SFMTA,ON,0,8,GRANT AVE,6381000,Area 5,Downtown,"(37.7871581026, -122.4048529004)"
444-00083,444-00080,3,Black,MS,N,N,SFMTA,ON,0,8,GRANT AVE,6381000,Area 5,Downtown,"(37.7871494972, -122.4048512016)"
561-00146,561-00140,6,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,Area 5,Downtown,"(37.7927146004, -122.3961537980)"
561-00145,561-00140,5,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,Area 5,Downtown,"(37.7927219988, -122.3961631020)"
561-00144,561-00140,4,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,Area 5,Downtown,"(37.7927287993, -122.3961716012)"
561-00143,561-00140,3,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,Area 5,Downtown,"(37.7927355998, -122.3961802010)"
561-00142,561-00140,2,Black,MS,N,N,SFMTA,ON,0,14,MAIN ST,8627000,Area 5,Downtown,"(37.7927429982, -122.3961894994)"
561-00120,561-00120,10,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7927602985, -122.3962111973)"
561-00129,561-00120,9,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7927670990, -122.3962197022)"
561-00128,561-00120,8,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7927744974, -122.3962290005)"
561-00127,561-00120,7,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7927812980, -122.3962374997)"
561-00126,561-00120,6,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7927880985, -122.3962459990)"
561-00125,561-00120,5,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7927966983, -122.3962569010)"
561-00124,561-00120,4,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7928029009, -122.3962646012)"
561-00123,561-00120,3,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7928097014, -122.3962731005)"
561-00122,561-00120,2,Black,MS,N,N,SFMTA,ON,0,12,MAIN ST,8627000,Area 5,Downtown,"(37.7928170999, -122.3962823988)"
561-00377,561-00370,7,Black,MS,N,N,SFMTA,ON,0,37,MAIN ST,8627000,Area 5,Downtown,"(37.7925607980, -122.3957047013)"
561-00376,561-00370,6,Black,MS,N,N,SFMTA,ON,0,37,MAIN ST,8627000,Area 5,Downtown,"(37.7925687999, -122.3957147987)"
561-00375,561-00370,5,Black,MS,N,N,SFMTA,ON,0,37,MAIN ST,8627000,Area 5,Downtown,"(37.7925756005, -122.3957232979)"
561-00374,561-00370,4,Black,MS,N,N,SFMTA,ON,0,37,MAIN ST,8627000,Area 5,Downtown,"(37.7925817975, -122.3957309981)"
561-00373,561-00370,3,Black,MS,N,N,SFMTA,ON,0,37,MAIN ST,8627000,Area 5,Downtown,"(37.7925873016, -122.3957379998)"
561-00372,561-00370,2,Black,MS,N,N,SFMTA,ON,0,37,MAIN ST,8627000,Area 5,Downtown,"(37.7925941021, -122.3957464990)"
561-00310,561-00310,10,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926076976, -122.3957635981)"
561-00319,561-00310,9,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926158001, -122.3957736005)"
561-00318,561-00310,8,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926219021, -122.3957814013)"
561-00317,561-00310,7,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926287026, -122.3957899005)"
561-00316,561-00310,6,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926348996, -122.3957977013)"
561-00315,561-00310,5,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926429016, -122.3958076981)"
561-00314,561-00310,4,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926490986, -122.3958154988)"
561-00313,561-00310,3,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926558991, -122.3958239981)"
561-00312,561-00310,2,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,Area 5,Downtown,"(37.7926632975, -122.3958333020)"
684-05434,684-05430,4,Grey,MS,Y,N,SFMTA,ON,0,543,TOWNSEND ST,12665000,Area 3,,"(37.7727278014, -122.4003104006)"
684-05433,684-05430,3,Grey,MS,Y,N,SFMTA,ON,0,543,TOWNSEND ST,12665000,Area 3,,"(37.7727480674, -122.4002847586)"
684-05432,684-05430,2,Grey,MS,Y,N,SFMTA,ON,0,543,TOWNSEND ST,12665000,Area 3,,"(37.7727708286, -122.4002558915)"
684-05431,684-05430,1,Grey,MS,Y,N,SFMTA,ON,0,543,TOWNSEND ST,12665000,Area 3,,"(37.7727893613, -122.4002323871)"
684-05359,684-05350,9,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7728274775, -122.4001840456)"
684-05358,684-05350,8,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7728491786, -122.4001565229)"
684-05357,684-05350,7,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7728703535, -122.4001296675)"
684-05356,684-05350,6,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7728931159, -122.4001007987)"
684-05355,684-05350,5,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7729158783, -122.4000719299)"
684-05354,684-05350,4,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7729380977, -122.4000436996)"
684-05353,684-05350,3,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7729614044, -122.4000141906)"
684-05352,684-05350,2,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7729825794, -122.3999873351)"
684-05351,684-05350,1,Grey,MS,Y,N,SFMTA,ON,0,535,TOWNSEND ST,12665000,Area 3,,"(37.7730026982, -122.3999618191)"
684-05239,684-05230,9,Grey,MS,Y,N,SFMTA,ON,0,523,TOWNSEND ST,12665000,Area 3,,"(37.7730413430, -122.3999128071)"
684-05238,684-05230,8,Grey,MS,Y,N,SFMTA,ON,0,523,TOWNSEND ST,12665000,Area 3,,"(37.7730619879, -122.3998866238)"
684-05237,684-05230,7,Grey,MS,Y,N,SFMTA,ON,0,523,TOWNSEND ST,12665000,Area 3,,"(37.7730836915, -122.3998590978)"
684-05236,684-05230,6,Grey,MS,Y,N,SFMTA,ON,0,523,TOWNSEND ST,12665000,Area 3,,"(37.7731038077, -122.3998335851)"
684-05235,684-05230,5,Grey,MS,Y,N,SFMTA,ON,0,523,TOWNSEND ST,12665000,Area 3,,"(37.7731260426, -122.3998053852)"
684-05234,684-05230,4,Grey,MS,Y,N,SFMTA,ON,0,523,TOWNSEND ST,12665000,Area 3,,"(37.7731472162, -122.3997785314)"
359-05320,359-05320,10,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948091988, -122.4026292988)"
359-05329,359-05320,9,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948108026, -122.4026168992)"
359-05328,359-05320,8,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948124007, -122.4026046001)"
359-05327,359-05320,7,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948137977, -122.4025933013)"
359-05326,359-05320,6,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948155020, -122.4025799015)"
359-05325,359-05320,5,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948174019, -122.4025655014)"
359-05324,359-05320,4,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948191007, -122.4025522021)"
359-05323,359-05320,3,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948205982, -122.4025398024)"
359-05322,359-05320,2,Black,MS,N,N,SFMTA,ON,0,532,CLAY ST,4085000,Area 5,Downtown,"(37.7948221014, -122.4025284980)"
359-05164,359-05160,4,Black,MS,N,N,SFMTA,ON,0,516,CLAY ST,4084000,Area 5,Downtown,"(37.7948550981, -122.4021679980)"
359-05163,359-05160,3,Black,MS,N,N,SFMTA,ON,0,516,CLAY ST,4084000,Area 5,Downtown,"(37.7948558022, -122.4021554978)"
359-05162,359-05160,2,Black,MS,N,N,SFMTA,ON,0,516,CLAY ST,4084000,Area 5,Downtown,"(37.7948565007, -122.4021429976)"
359-05176,359-05170,6,Black,MS,N,N,SFMTA,ON,0,517,CLAY ST,4084000,Area 5,Downtown,"(37.7947055985, -122.4021016021)"
359-05175,359-05170,5,Black,MS,N,N,SFMTA,ON,0,517,CLAY ST,4084000,Area 5,Downtown,"(37.7947071017, -122.4020892025)"
359-05174,359-05170,4,Black,MS,N,N,SFMTA,ON,0,517,CLAY ST,4084000,Area 5,Downtown,"(37.7947085992, -122.4020768979)"
359-05173,359-05170,3,Black,MS,N,N,SFMTA,ON,0,517,CLAY ST,4084000,Area 5,Downtown,"(37.7947101974, -122.4020634980)"
359-05172,359-05170,2,Black,MS,N,N,SFMTA,ON,0,517,CLAY ST,4084000,Area 5,Downtown,"(37.7947117005, -122.4020510984)"
359-05196,359-05190,6,Black,MS,N,N,SFMTA,ON,0,519,CLAY ST,4084000,Area 5,Downtown,"(37.7946968981, -122.4021726024)"
359-05195,359-05190,5,Black,MS,N,N,SFMTA,ON,0,519,CLAY ST,4084000,Area 5,Downtown,"(37.7946982001, -122.4021622983)"
359-05194,359-05190,4,Black,MS,N,N,SFMTA,ON,0,519,CLAY ST,4084000,Area 5,Downtown,"(37.7946995021, -122.4021509995)"
359-05193,359-05190,3,Black,MS,N,N,SFMTA,ON,0,519,CLAY ST,4084000,Area 5,Downtown,"(37.7947008991, -122.4021397007)"
359-05192,359-05190,2,Black,MS,N,N,SFMTA,ON,0,519,CLAY ST,4084000,Area 5,Downtown,"(37.7947022011, -122.4021294021)"
651-05026,651-05020,6,Black,MS,N,N,SFMTA,ON,0,502,SANSOME ST,11549000,Area 5,Downtown,"(37.7950033014, -122.4014503003)"
651-05025,651-05020,5,Black,MS,N,N,SFMTA,ON,0,502,SANSOME ST,11549000,Area 5,Downtown,"(37.7949927011, -122.4014482998)"
470-04060,-,0,Grey,SS,N,N,SFMTA,ON,0,406,HOWARD ST,7032000,Area 5,Downtown,"(37.7890762006, -122.3954715000)"
340-00049,340-00040,9,Grey,MS,Y,N,SFMTA,ON,0,4,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7775264583, -122.3960854138)"
359-02040,-,0,Grey,SS,Y,N,SFMTA,ON,0,204,CLAY ST,4081000,Area 5,Downtown,"(37.7953757284, -122.3982248092)"
500-08460,-,0,Grey,SS,N,N,SFMTA,ON,0,846,JACKSON ST,7384000,Area 3,,"(37.7956939981, -122.4096185991)"
616-12210,-,0,Grey,SS,N,N,SFMTA,ON,0,1221,POWELL ST,10690000,Area 3,,"(37.7961619989, -122.4100953003)"
411-00110,411-00001,11,Yellow,MS,Y,N,SFMTA,ON,0,11,FELL ST,5439000,Area 5,Civic Center,"(37.7764550996, -122.4182910972)"
464-00090,-,0,Green,SS,Y,N,SFMTA,ON,0,9,HAYES ST,6812000,Area 5,Civic Center,"(37.7775904004, -122.4169510991)"
666-12220,-,0,Grey,SS,N,N,SFMTA,ON,0,1222,SUTTER ST,12330000,Area 3,,"(37.7877400023, -122.4207375010)"
561-02212,561-02210,2,Black,MS,N,N,SFMTA,ON,0,221,MAIN ST,8629000,Area 5,Downtown,"(37.7903629010, -122.3929542021)"
561-02190,561-02190,10,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7903747027, -122.3929688984)"
561-02199,561-02190,9,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7903817994, -122.3929777999)"
561-02198,561-02190,8,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7903882981, -122.3929859024)"
561-02197,561-02190,7,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7903965012, -122.3929963016)"
561-02196,561-02190,6,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7904035979, -122.3930051026)"
561-02195,561-02190,5,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7904112981, -122.3930147027)"
561-02194,561-02190,4,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7904178024, -122.3930229002)"
561-02193,561-02190,3,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7904255026, -122.3930323997)"
561-02192,561-02190,2,Black,MS,N,N,SFMTA,ON,0,219,MAIN ST,8629000,Area 5,Downtown,"(37.7904325993, -122.3930413012)"
561-02170,561-02170,10,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7904456024, -122.3930576012)"
561-02179,561-02170,9,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7904532020, -122.3930672013)"
561-02178,561-02170,8,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7904609022, -122.3930768014)"
561-02177,561-02170,7,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7904674009, -122.3930848983)"
561-02176,561-02170,6,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7904744976, -122.3930936993)"
561-02175,561-02170,5,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7904810020, -122.3931019024)"
561-02174,561-02170,4,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7904887021, -122.3931115025)"
561-02173,561-02170,3,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7904957988, -122.3931202979)"
561-02172,561-02170,2,Black,MS,N,N,SFMTA,ON,0,217,MAIN ST,8629000,Area 5,Downtown,"(37.7905029011, -122.3931291995)"
401-04300,-,0,Grey,SS,N,N,SFMTA,ON,0,430,ELLIS ST,5174000,Area 3,,"(37.7847640065, -122.4140737150)"
472-05090,-,0,Grey,SS,Y,N,SFMTA,ON,0,509,HYDE ST,7119000,Area 3,,"(37.7857138001, -122.4164042023)"
566-04200,-,0,Yellow,SS,Y,N,SFMTA,ON,0,420,MERCHANT ST,8984000,Area 5,Downtown,"(37.7953822025, -122.4011937023)"
658-01320,-,0,Red,SS,N,N,SFMTA,ON,0,132,SPEAR ST,12045000,Area 5,Downtown,"(37.7918105003, -122.3932745025)"
658-02060,-,0,Green,SS,Y,N,SFMTA,ON,0,206,SPEAR ST,12046000,Area 5,Downtown,"(37.7910600015, -122.3923334998)"
568-06560,-,0,Yellow,SS,Y,N,SFMTA,ON,0,656,MISSION ST,9093000,Area 5,Downtown,"(37.7870468021, -122.4011361019)"
201-00370,-,0,Red,SS,N,N,SFMTA,ON,0,37,01ST ST,102000,Area 5,Downtown,"(37.7902504996, -122.3980463983)"
568-05920,-,0,Grey,SS,Y,N,SFMTA,ON,0,592,MISSION ST,9091000,Area 5,Downtown,"(37.7882049018, -122.3996847027)"
440-00090,-,0,Yellow,SS,N,N,SFMTA,ON,0,9,GEARY ST,6107000,Area 5,Downtown,"(37.7878682007, -122.4038138014)"
684-03818,684-03810,8,Grey,MS,Y,N,SFMTA,ON,0,381,TOWNSEND ST,12663000,Area 5,South Embarcadero,"(37.7754246050, -122.3968853149)"
542-05090,-,0,Grey,SS,N,N,SFMTA,ON,0,509,LARKIN ST,8125000,Area 5,Civic Center,"(37.7827183985, -122.4174857975)"
330-05630,-,0,Grey,SS,Y,N,SFMTA,ON,0,563,BRANNAN ST,3080000,Area 5,South Embarcadero,"(37.7771343020, -122.3978753013)"
686-06170,-,0,Grey,SS,N,N,SFMTA,ON,0,617,TURK ST,12723000,Area 5,Civic Center,"(37.7820173026, -122.4197127015)"
207-02170,-,0,Yellow,SS,N,N,SFMTA,ON,0,217,07TH ST,371000,Area 2,,"(37.7777061992, -122.4088897982)"
701-12130,-,0,Yellow,SS,N,N,SFMTA,ON,0,1213,VAN NESS AVE,13154101,Area 3,,"(37.7869613011, -122.4218023994)"
701-13190,-,0,Green,SS,N,N,SFMTA,ON,0,1319,VAN NESS AVE,13155102,Area 3,,"(37.7880680979, -122.4220263024)"
606-06300,-,0,Grey,SS,N,N,SFMTA,ON,0,630,PINE ST,10465000,Area 2,,"(37.7914294981, -122.4067554024)"
207-02350,-,0,Grey,SS,N,N,SFMTA,ON,0,235,07TH ST,371000,Area 2,,"(37.7773666986, -122.4084640981)"
208-00310,-,0,Grey,SS,N,N,SFMTA,ON,0,31,08TH ST,405000,Area 2,,"(37.7781130009, -122.4138312989)"
701-13240,-,0,Yellow,SS,N,N,SFMTA,ON,0,1324,VAN NESS AVE,13155202,Area 3,,"(37.7882290975, -122.4217329023)"
701-13260,-,0,Green,SS,N,N,SFMTA,ON,0,1326,VAN NESS AVE,13155202,Area 3,,"(37.7882798974, -122.4217432008)"
701-14240,-,0,Grey,SS,N,N,SFMTA,ON,0,1424,VAN NESS AVE,13156202,Area 3,,"(37.7892040023, -122.4219301005)"
724-00350,-,0,Black,SS,N,N,SFMTA,ON,0,35,WILLOW ST,13662000,MC3,,"(37.7836331716, -122.4185453179)"
614-01300,-,0,Red,SS,N,N,SFMTA,ON,0,130,POST ST,10626000,Area 5,Downtown,"(37.7888014027, -122.4048149974)"
